76.877,77.755,['SILENCE_r']
78.538,79.25399999999999,['SILENCE_r']
83.014,84.874,['SILENCE_r']
89.721,90.219,['SILENCE_r']
91.225,92.14399999999999,['SILENCE_r']
93.054,93.755,['SILENCE_r']
99.74000000000001,100.76599999999999,['SILENCE_r']
101.874,102.50899999999999,['SILENCE_r']
109.048,110.364,['SILENCE_r']
112.421,112.77099999999999,['SILENCE_r']
116.547,117.66399999999999,['SILENCE_r']
118.88399999999999,120.79399999999998,['SILENCE_r']
121.93200000000002,125.47799999999998,['SILENCE_r']
128.09,129.11100000000002,['SILENCE_r']
130.554,130.879,['SILENCE_r']
131.789,133.201,['SILENCE_r']
134.654,134.984,['SILENCE_r']
232.16699999999997,233.13899999999998,['SILENCE_r']
234.89,236.00699999999998,['SILENCE_r']
236.29799999999997,236.96099999999998,['SILENCE_r']
238.44199999999998,240.29099999999997,['SILENCE_r']
240.977,241.50199999999998,['SILENCE_r']
242.96199999999996,243.55199999999994,['SILENCE_r']
246.50199999999998,247.44999999999996,['SILENCE_r']
249.994,250.74099999999996,['SILENCE_r']
257.06600000000003,258.459,['SILENCE_r']
259.122,261.339,['SILENCE_r']
264.382,264.98900000000003,['SILENCE_r']
267.024,267.37399999999997,['SILENCE_r']
268.77200000000005,269.45799999999997,['SILENCE_r']
270.45900000000006,271.104,['SILENCE_r']
272.47100000000006,273.26800000000003,['SILENCE_r']
274.035,274.846,['SILENCE_r']
277.45000000000005,278.65200000000004,['SILENCE_r']
279.46700000000004,280.77099999999996,['SILENCE_r']
281.694,284.827,['SILENCE_r']
285.66,286.604,['SILENCE_r']
381.706,382.44800000000004,['SILENCE_r']
386.675,389.825,['SILENCE_r']
394.90600000000006,395.485,['SILENCE_r']
398.13700000000006,399.74800000000005,['SILENCE_r']
402.44900000000007,403.04,['SILENCE_r']
405.88000000000005,406.99800000000005,['SILENCE_r']
407.36400000000003,409.482,['SILENCE_r']
412.749,413.35400000000004,['SILENCE_r']
416.468,417.494,['SILENCE_r']
420.91900000000004,421.34600000000006,['SILENCE_r']
425.7560000000001,427.442,['SILENCE_r']
428.052,430.166,['SILENCE_r']
435.42900000000003,436.12,['SILENCE_r']
