1.788000000000002,2.3880000000000017,['TI_h']
5.923999999999998,6.523999999999999,['TI_h']
17.208,17.808,['TI_h']
20.144,20.744,['TI_h']
37.896,38.496,['TI_h']
46.477000000000004,47.077000000000005,['TI_h']
168.61400000000003,169.21400000000003,['TI_h']
173.925,174.525,['TI_h']
198.56600000000003,199.16600000000003,['TI_h']
203.042,203.642,['TI_h']
206.35000000000002,206.95000000000002,['TI_h']
308.43,309.03000000000003,['TI_h']
328.55099999999993,329.15099999999995,['TI_h']
344.589,345.189,['TI_h']
353.114,353.714,['TI_h']
